run_id,cycle_id,cycle_start_time,cycle_end_time,cycle_time_sec,avg_vfd1_temp,avg_vfd2_temp,avg_vfd3_temp,avg_vfd4_temp,avg_r01_load,min_r01_load,max_r01_load,avg_r02_load,min_r02_load,max_r02_load,avg_r03_load,min_r03_load,max_r03_load,avg_r04_load,min_r04_load,max_r04_load,stopper1_active_count,stopper2_active_count,stopper3_active_count,stopper4_active_count,stopper5_active_count,defect_label,defect_flag
6,31,"2023-12-11 21:44:51.143","2023-12-11 21:49:45.448",294,89.74387466316507,1.1627899585558426e34,-1.3557404891073654e33,-6.900639878769894e27,425.3108016304348,160,610,1309.703125,1219,1363,1648.7550951086957,1316,8741,601.5896739130435,-1343,1333,169,645,15,15,55,NoNose|NoBody2,1
6,32,"2023-12-11 21:49:45.545","2023-12-11 21:54:40.257",294,89.77779526036898,-1.4450474898227893e34,8.78162143942857e31,4.4939280193351423e33,430.1109226594301,87,627,1309.5454545454545,1245,1364,1659.995251017639,1310,8889,601.4993215739485,-1369,1365,168,643,15,15,56,NoNose|NoBody2,1
6,33,"2023-12-11 21:54:40.347","2023-12-11 21:59:34.634",294,89.79732091056313,-5.231951753845189e27,-3.604396892796446e34,2.844036562691119e33,428.43764865783214,148,646,1310.1719334012912,1248,1361,1648.9809717974856,1312,8591,603.8243289160721,-1370,1309,169,642,15,16,56,NoNose|NoBody2,1
6,34,"2023-12-11 21:59:34.747","2023-12-11 22:04:28.841",294,89.82613896833351,-6.939496865248111e32,6.111624744991291e33,7.437117165781261e31,423.1607749830048,87,617,1309.3127124405166,1244,1358,1656.6254248810333,1311,8834,611.9629503738953,-1283,1875,168,643,15,15,56,NoNose|NoBody2,1
6,35,"2023-12-11 22:04:28.947","2023-12-11 22:09:23.357",294,89.85379450783606,5.944312389991229e33,6.214934533034959e33,-1.2770431362834393e31,427.1867572156197,25,568,1310.3677419354838,1251,1363,1648.6224108658744,1292,8598,608.1242784380306,-1383,1238,168,643,15,15,56,NoNose|NoBody2,1
6,36,"2023-12-11 22:09:23.447","2023-12-11 22:14:17.942",294,89.87090815509745,-6.042090788437371e27,-2.4711476025113216e31,8.146630074677528e31,421.11405295315683,84,611,1309.999660556687,1244,1364,1652.917854718262,1315,8883,610.0638153428378,-1203,1327,168,645,15,15,56,NoNose|NoBody2,1
6,37,"2023-12-11 22:14:18.154","2023-12-11 22:19:12.250",294,89.88433110423561,4.6212177031758573e33,9.044668660707239e33,-3.3173642812512766e29,417.67018021081265,77,612,1307.1326079564774,1218,1366,1649.6273376402585,1323,8628,607.3417205032302,-1387,1327,168,643,15,16,56,NoNose|NoBody2,1
6,38,"2023-12-11 22:19:12.252","2023-12-11 22:24:07.306",295,89.90747132315498,-2.95935213559322e32,1.4454237280271187e32,-4.304821291756237e27,414.2837288135593,8,618,1307.0759322033898,1231,1357,1649.949152542373,1307,8799,612.3491525423728,-1321,1272,169,644,15,16,55,NoNose|NoBody2,1
6,39,"2023-12-11 22:24:07.308","2023-12-11 22:29:02.047",294,89.9246042832453,5.485261194040505e33,1.446318417217679e32,3.629580237904806e33,422.59023066485753,100,723,1308.1221166892808,1243,1354,1645.3215739484397,1314,8495,605.5671641791045,-1392,1404,168,645,15,15,56,NoNose|NoBody2,1
6,40,"2023-12-11 22:29:02.150","2023-12-11 22:35:01.560",359,88.7138801518024,-3.0394101368391765e34,5.26724735671248e33,-2.4198647333193937e34,419.7929883138564,32,577,1310.4924874791318,1205,1379,1684.7960489705065,1293,8780,604.6076794657763,-1371,1276,432,1033,15,15,56,NoNose|NoBody2,1
6,41,"2023-12-11 22:35:01.662","2023-12-11 22:39:56.451",294,89.13334384184802,3.1469674456580735e33,-3.410801695968794e29,5.159227418969066e28,420.68792401628224,100,577,1310.1119402985075,1222,1371,1650.901289009498,1285,8506,609.2360922659431,-1339,1449,169,645,15,15,56,NoNose|NoBody2,1
6,42,"2023-12-11 22:39:56.453","2023-12-11 22:45:07.038",310,89.36022555522456,-2.1108876048591325e34,-2.793691663984534e24,-2.0435281624054732e24,423.4177663340843,-168,572,1309.9008690054716,1240,1359,1639.2822658513035,1314,8824,615.521725136788,-1248,1443,168,645,15,15,55,NoNose|NoBody2,1
6,43,"2023-12-11 22:45:07.134","2023-12-11 22:50:10.552",303,88.99625572636192,-2.80724876441394e34,1.0510708057824712e34,-7.680933035749708e32,413.499176276771,79,586,1308.4388797364086,1253,1374,1640.2939044481054,1311,8528,613.8968698517298,-1171,1297,168,645,14,15,55,NoNose|NoBody2,1
6,44,"2023-12-11 22:50:10.642","2023-12-11 22:55:18.737",308,89.31186677453532,-9.701492537310365e32,-3.6747968851380786e29,3.0305007073391956e33,407.42926670992864,39,771,1307.3413367942894,1249,1373,1637.1722907203116,1299,8821,617.6609344581441,-1391,1369,169,644,15,15,55,NoNose|NoBody2,1
6,45,"2023-12-11 22:55:18.844","2023-12-11 23:00:20.514",301,89.04212255935583,5.393105628706e33,8.255875477765993e28,-6.632331703621297e32,412.9184620483924,81,592,1307.2386476632416,1226,1364,1639.875041431886,1295,8584,617.6546237984753,-1381,1356,169,643,16,15,56,NoNose|NoBody2,1
6,46,"2023-12-11 23:00:20.549","2023-12-11 23:05:22.047",301,88.85510056441052,-5.041269072275294e27,1.3797678064249604e32,-2.4660033227077846e34,414.46666666666664,10,608,1310.2457711442787,1246,1364,1709.7714759535654,1305,8849,615.0252072968491,-1401,1386,169,714,15,15,56,NoNose|NoBody2,1
6,47,"2023-12-11 23:05:22.145","2023-12-11 23:10:44.940",322,89.013643195134,-4.0268496567537163e34,1.3154290650168455e34,-3.2202520569804895e27,417.9482812016104,109,563,1310.1124187054816,1247,1357,1625.3353979560236,1313,8499,606.9761536079282,-1321,1424,169,645,15,15,55,NoNose|NoBody2,1
6,48,"2023-12-11 23:10:45.041","2023-12-11 23:15:51.134",306,88.4632674798191,1.2391592423657743e34,1.0417658024610972e34,6.991025473775645e33,409.3811234487263,41,690,1309.008817766166,1231,1385,1643.4474199869367,1311,8837,604.5545395166558,-1376,1323,169,645,15,15,55,NoNose|NoBody2,1
6,49,"2023-12-11 23:15:51.244","2023-12-11 23:20:56.627",305,88.9469623204801,-2.440073704821487e34,1.0448313134529643e34,-7.32393901991493e34,408.83164100884375,135,555,1308.7638388470357,1241,1355,1636.504421880118,1284,8520,610.7628562070095,-1307,1351,168,645,15,16,56,NoNose|NoBody2,1
6,50,"2023-12-11 23:20:56.629","2023-12-11 23:25:57.145",300,88.87021169659893,6.328397460109782e33,2.2382667584830755e32,4.060532673985402e28,400.5189620758483,50,555,1306.0572188955423,1236,1364,1645.9720558882236,1296,8770,626.4807052561544,-1280,1302,169,644,15,15,55,NoNose|NoBody2,1
6,51,"2023-12-11 23:25:57.256","2023-12-11 23:30:51.346",294,89.1689946291652,-6.618237525450174e34,7.247363075589677e33,-4.3248649332739423e26,396.6250425314733,67,589,1306.390949302484,1235,1388,1645.825450833617,1277,8458,624.7873426335489,-1353,1384,169,644,14,15,55,NoNose|NoBody2,1
6,52,"2023-12-11 23:30:51.459","2023-12-11 23:35:45.944",294,89.33569043241208,-3.631602171259567e34,5.627257154107264e28,9.05044306537286e33,407.4830278343517,108,596,1307.071961982349,1246,1369,1656.2803801765106,1311,8788,632.9025797691786,-1087,1495,169,645,15,15,56,NoNose|NoBody2,1
6,53,"2023-12-11 23:35:46.058","2023-12-11 23:41:23.943",337,88.61659885852657,1.3550329853268965e32,1.748741420105562e32,-9.858286094672764e32,407.85828402366866,86,600,1308.8961538461538,1259,1349,1741.1869822485207,1307,8509,630.0573964497041,-1336,1306,169,1083,15,15,55,NoNose|NoBody2,1
6,54,"2023-12-11 23:41:24.059","2023-12-11 23:46:34.455",310,88.99664164533752,-3.739536404582538e32,4.574742268507053e28,-2.4033485376104957e34,402.88273195876286,86,615,1307.9104381443299,1230,1391,1641.8840206185566,1300,8743,635.1156572164948,-1365,1318,169,644,15,15,56,NoNose|NoBody2,1
6,55,"2023-12-11 23:46:34.544","2023-12-11 23:51:45.086",310,88.82716160493031,-8.2447665056410635e34,8.566870392721627e33,9.404186795491144e31,402.6743961352657,136,588,1307.3896940418679,1247,1370,1634.3561996779388,1314,8449,629.9900161030596,-1310,1295,169,643,15,15,55,NoNose|NoBody2,1
6,56,"2023-12-11 23:51:45.089","2023-12-11 23:56:46.090",301,88.77977524275332,-4.287966678725986e32,-2.4131893352819896e31,7.109636081097883e33,388.0501661129568,127,576,1306.512292358804,1235,1366,1643.792026578073,1304,8723,622.6006644518272,-1383,1349,169,642,15,15,55,NoNose|NoBody2,1
6,57,"2023-12-11 23:56:46.091","2023-12-12 00:01:40.154",294,89.0997478576539,-2.160562540569725e34,-1.4092454112766146e33,3.6370542152413327e33,391.50373895309315,93,541,1305.015635622026,1242,1358,1648.5013596193066,1309,8459,602.1288239292998,-1356,1372,168,642,15,15,55,NoNose|NoBody2,1
6,58,"2023-12-12 00:01:40.248","2023-12-12 00:06:35.104",294,89.31507233430888,-2.7915051872867318e29,3.1372311807392265e32,1.5461386910833946e30,398.00101729399796,49,623,1305.6836215666328,1241,1358,1650.428958969142,1245,8812,593.7226178365547,-1373,1450,169,644,15,15,56,NoNose|NoBody2,1
6,59,"2023-12-12 00:06:35.147","2023-12-12 00:11:29.254",294,89.45435223390822,1.1330438185777436e32,-2.5242188009876744e31,-3.7200136100710227e34,402.83599863899286,66,592,1308.9496427356244,1252,1371,1640.9571282749234,1267,8415,585.0272201429058,-1385,1393,168,643,14,16,56,NoNose|NoBody2,1
6,60,"2023-12-12 00:11:29.256","2023-12-12 00:16:23.839",294,89.54727652581524,5.432930288957992e33,-5.124415466848285e34,-4.971136001679422e29,403.41765704584043,42,684,1308.3870967741937,1248,1356,1653.0387096774193,1319,8803,592.9901528013582,-1349,1302,169,642,15,15,55,NoNose|NoBody2,1
6,61,"2023-12-12 00:16:23.949","2023-12-12 00:21:24.741",300,89.47542883434076,-6.821808507232164e32,3.3444248409840426e32,-3.562615643716415e34,404.4408244680851,-93,625,1308.3480718085107,1234,1362,1505.0654920212767,1319,8421,573.3753324468086,-1353,1372,186,645,15,16,56,NoNose|NoBody2|NoBody1,1
6,62,"2023-12-12 00:21:24.842","2023-12-12 00:26:19.745",294,89.60230613259876,-1.8082091784751197e34,-9.561355967667796e32,2.775602033898444e33,401.0925423728814,-41,603,1306.6210169491526,1233,1364,1512.137966101695,1314,8783,579.7450847457627,-1384,1361,168,644,15,16,56,NoNose|NoBody2|NoBody1,1
6,63,"2023-12-12 00:26:19.847","2023-12-12 00:31:14.660",294,89.69594786716544,5.49983033383114e33,-2.118439769256849e31,-6.477826406440014e27,386.4462164913471,-19,603,1305.0648116728876,1219,1359,1506.2541567695962,1305,8437,584.9969460468272,-1367,1389,168,643,15,16,55,NoNose|NoBody2|NoBody1,1
6,64,"2023-12-12 00:31:14.661","2023-12-12 00:36:10.239",295,89.78274003277546,-8.002702538780863e32,-5.28677700779871e34,-2.1939130947582006e29,386.8681095705106,82,558,1304.692255664525,1231,1353,1512.6959756509975,1311,8851,593.6766993574569,-1377,1364,169,643,15,16,56,NoNose|NoBody2|NoBody1,1
6,65,"2023-12-12 00:36:10.337","2023-12-12 00:41:04.963",294,89.83552821223506,-1.2351009039699336e31,-2.117299974272582e31,2.801799114595249e33,392.0722768917543,21,534,1306.0203596878182,1223,1356,1504.743807261622,1300,8446,602.2857142857143,-1368,1337,168,643,15,15,55,NoNose|NoBody2|NoBody1,1
6,66,"2023-12-12 00:41:05.052","2023-12-12 00:45:59.340",294,89.86211370062729,-1.1304232257490149e33,1.4572010869565225e32,-6.895426313670788e27,398.1552309782609,123,665,1307.0794836956522,1240,1356,1513.4976222826087,1311,8774,601.4673913043479,-1339,1398,168,642,15,16,56,NoNose|NoBody2|NoBody1,1
6,67,"2023-12-12 00:45:59.446","2023-12-12 00:50:54.445",294,89.87209692810809,1.0098271767684528e35,2.6903057416391724e25,-5.418348539478246e34,396.1138597085734,38,629,1307.7492375465945,1228,1395,1508.6672314469672,1318,8408,592.4127414435784,-1382,1754,169,645,15,15,56,NoNose|NoBody2|NoBody1,1
6,68,"2023-12-12 00:50:54.643","2023-12-12 00:55:49.656",295,89.90904232412103,3.525440542449474e30,1.4421250509499726e32,1.1326236825219385e32,397.5484745762712,29,580,1308.2261016949153,1235,1359,1514.6416949152542,1304,8838,585.6308474576272,-1501,1389,168,642,15,15,55,NoNose|NoBody2|NoBody1,1
6,69,"2023-12-12 00:55:50.036","2023-12-12 01:01:09.436",319,89.4358426315604,7.944949568698781e26,1.365651830591179e32,-9.759421988336138e30,399.7244291523303,18,641,1308.0309665311229,1214,1383,1496.606818892712,1315,8462,590.5082890209571,-1411,1378,169,892,15,15,55,NoNose|NoBody2|NoBody1,1
6,70,"2023-12-12 01:01:09.544","2023-12-12 01:06:04.347",294,89.64183345620968,-6.71580088197345e25,-1.178967606071913e33,3.9379171386696445e33,393.31241519674353,95,552,1306.0756445047489,1245,1362,1512.1597693351425,1312,8858,588.5824287652646,-1351,1481,169,643,15,16,55,NoNose|NoBody2|NoBody1,1
6,71,"2023-12-12 01:06:04.462","2023-12-12 01:10:59.158",294,89.76082059007314,8.733353369659195e29,1.9637149546770563e32,1.0786969425610571e27,392.1835142469471,46,622,1305.509497964722,1237,1354,1504.8158073270013,1325,8442,575.9762550881953,-1415,2040,168,643,15,15,55,NoNose|NoBody2|NoBody1,1
6,72,"2023-12-12 01:10:59.255","2023-12-12 01:15:53.910",294,89.77432223285042,7.304317548516017e29,7.499825905292479e23,4.6487670788634963e33,395.20717270194984,30,530,1305.675835654596,1249,1358,1515.2733286908078,1300,8798,570.1695682451253,-1336,1364,169,642,15,15,54,NoNose|NoBody2|NoBody1,1
6,73,"2023-12-12 01:15:53.913","2023-12-12 01:20:48.547",294,89.8556364975906,-2.209846639192935e34,-5.774456518316916e34,-2.163804694266393e34,399.17527173913044,-61,627,1306.663383152174,1217,1371,1504.4429347826087,1303,8413,561.7472826086956,-1411,1363,169,645,15,15,56,NoNose|NoBody2|NoBody1,1
6,74,"2023-12-12 01:20:48.653","2023-12-12 01:25:43.256",294,89.88749842066743,7.031067058700756e29,1.0993974885188326e34,-3.5967858424186527e34,398.3851374278928,-38,573,1308.4767560230744,1251,1361,1515.6087546657618,1319,8852,559.346114692908,-1403,1369,169,643,15,16,56,NoNose|NoBody2|NoBody1,1
6,75,"2023-12-12 01:25:43.340","2023-12-12 01:30:37.545",294,89.90980411209951,-3.945105383113977e32,7.070051162473907e30,-1.451216179764446e34,395.55744391570363,103,513,1307.2161794697486,1234,1359,1508.509857239973,1287,8498,485.7192386131883,-1425,1420,168,643,14,15,56,NoNose|NoBody2|NoBody1,1
6,76,"2023-12-12 01:30:37.651","2023-12-12 01:36:00.155",322,89.03319734704029,5.250877928171368e33,-6.685109423396157e34,-5.799746023217731e27,394.1084934903906,83,573,1307.2954122752635,1227,1385,1554.780843149411,1312,8794,495.83601983880965,-1426,1417,168,931,15,15,56,NoNose|NoBody2|NoBody1,1
6,77,"2023-12-12 01:36:00.405","2023-12-12 01:40:54.650",294,89.18772162742486,-4.6387779497453326e32,1.4478779864197147e32,9.876400546301734e31,387.1782682512733,75,565,1306.0818336162988,1214,1357,1506.0451612903225,1301,8438,36.25229202037352,-1425,1410,169,643,14,15,55,NoNose|NoBody2|NoBody1,1
6,78,"2023-12-12 01:40:54.735","2023-12-12 01:45:49.258",294,89.42334258305041,-4.516249176645883e32,-2.8241660120164146e31,2.718092574442791e20,391.5726408689749,102,639,1305.5987780040732,1254,1360,1512.4151391717583,1277,8783,61.24304141208418,-1422,1400,168,644,15,15,55,NoNose|NoBody2|NoBody1,1
6,79,"2023-12-12 01:45:49.344","2023-12-12 01:50:44.038",294,89.56958449514815,-1.76080192180731e31,-2.204777936906429e31,-4.341927418841248e34,393.472184531886,-43,580,1305.9945725915875,1234,1349,1506.2635685210312,1300,8439,95.2876526458616,-1446,1430,168,645,15,15,56,NoNose|NoBody2|NoBody1,1
6,80,"2023-12-12 01:50:44.139","2023-12-12 01:55:38.991",294,89.68266240418485,-6.887619908381954e27,-9.021911126199568e32,-1.1295499350983717e33,393.5532564450475,116,584,1304.6350067842604,1239,1373,1510.8388738127544,1308,8811,45.9399592944369,-1411,1419,168,645,15,15,55,NoNose|NoBody2|NoBody1,1
6,81,"2023-12-12 01:55:38.993","2023-12-12 02:00:32.956",293,89.73551151705672,3.1700680272108856e33,-1.0121911564963396e35,9.998187099523812e26,394.16870748299317,-91,553,1305.5316326530613,1210,1360,1504.7428571428572,1324,8495,67.98333333333333,-1420,1401,169,645,14,15,55,NoNose|NoBody2|NoBody1,1
6,82,"2023-12-12 02:00:32.958","2023-12-12 02:05:27.351",294,89.77100528257361,2.5390624380424997e30,2.0957829827228286e30,-4.337906243049265e34,399.43410326086956,97,578,1306.1137907608695,1238,1356,1511.1341711956522,1297,8788,37.05129076086956,-1417,1392,167,644,15,15,56,NoNose|NoBody2|NoBody1,1
6,83,"2023-12-12 02:05:27.461","2023-12-12 02:10:22.140",294,89.79994949783814,-1.8080052873130238e34,-2.8174355539189293e31,-3.392157015790334e32,391.42639077340567,68,585,1307.40434192673,1235,1358,1507.593962008141,1319,8447,24.16350067842605,-1430,1407,169,647,14,15,55,NoNose|NoBody2|NoBody1,1
6,84,"2023-12-12 02:10:22.244","2023-12-12 02:15:30.061",307,89.83758533962899,3.475200331771419e33,-7.004223138050351e34,9.483588242876879e31,389.23806430659306,98,547,1307.3507632348164,1243,1359,1509.0506658005845,1296,8802,86.28385839558298,-1408,1393,169,642,15,15,56,NoNose|NoBody2|NoBody1,1
6,85,"2023-12-12 02:15:30.140","2023-12-12 02:20:40.541",310,89.28468518543227,-2.031248293880635e31,-1.0370273764806184e35,-3.480646416997322e32,389.80676328502415,0,578,1306.97230273752,1232,1357,1499.4705314009661,1321,8447,58.33526570048309,-1430,1416,168,645,15,15,56,NoNose|NoBody2|NoBody1,1
6,86,"2023-12-12 02:20:40.650","2023-12-12 02:25:35.142",294,89.53384871726269,-8.854089002499003e34,-3.734894772478399e34,1.843177290944973e32,395.6578411405295,73,612,1306.500339443313,1250,1356,1512.418533604888,1304,8801,71.81093007467753,-1423,1435,169,642,15,16,55,NoNose|NoBody2|NoBody1,1
6,87,"2023-12-12 02:25:35.244","2023-12-12 02:30:30.252",295,89.68071080553074,9.85431535594567e31,-1.2580420336290376e35,3.1520000101355705e33,399.48033898305084,88,567,1305.8989830508474,1246,1376,1505.495593220339,1317,8495,100.14338983050847,-1390,1387,168,645,15,15,56,NoNose|NoBody2|NoBody1,1
6,88,"2023-12-12 02:30:30.346","2023-12-12 02:35:24.641",294,89.769268882716,8.227631751084447e33,4.8263942938800005e28,-1.4354488637907617e29,394.9697690217391,95,566,1305.9076086956522,1224,1368,1512.1260190217392,1309,8802,111.40625,-1395,1421,168,643,14,15,55,NoNose|NoBody2|NoBody1,1
6,89,"2023-12-12 02:35:24.758","2023-12-12 02:40:19.249",294,89.81472751584744,2.7493522686348406e33,1.8231290605904874e34,2.7087576376585204e33,400.9517990495587,61,579,1305.767141887305,1228,1365,1504.5380176510523,1293,8458,130.24779361846572,-1376,1422,169,643,15,15,56,NoNose|NoBody2|NoBody1,1
6,90,"2023-12-12 02:40:19.353","2023-12-12 02:45:13.556",294,89.83115694101822,2.3126441726178876e33,286492291.69103056,3.3007223920925725e33,381.51410125722055,-56,619,1305.7655453618756,1247,1366,1512.0244648318044,1315,8810,470.30241250424734,-1436,1394,169,645,15,16,55,NoNose|NoBody2|NoBody1,1
6,91,"2023-12-12 02:45:13.641","2023-12-12 02:50:08.277",294,89.85890858593574,-5.068058991518536e34,9.142228041412082e33,8.635845240256218e31,389.1317040054311,129,544,1307.6656483367278,1247,1369,1508.142905634759,1310,8430,29.97488119484046,-1417,1393,168,643,15,15,55,NoNose|NoBody2|NoBody1,1
6,92,"2023-12-12 02:50:08.278","2023-12-12 02:55:20.175",311,90.19296889862406,-1.8770769219647434e34,2.4999977254781404e30,-4.1025641025640884e34,389.66410256410256,14,529,1307.2342948717949,1249,1355,1507.0166666666667,1317,8779,35.52980769230769,-1442,1421,169,643,15,15,149,NoNose|NoBody2|NoBody1,1
6,93,"2023-12-12 02:55:20.256","2023-12-12 03:00:14.637",294,90.14907625203602,-7.700670736509343e30,-1.1589813238573854e33,9.886834634974861e31,387.29269949066213,-6,562,1306.653310696095,1147,1359,1507.476740237691,1314,8427,17.500848896434636,-1416,1416,169,643,15,15,55,NoNose|NoBody2|NoBody1,1
6,94,"2023-12-12 03:00:14.750","2023-12-12 03:05:09.245",294,90.09200920775831,-5.775653236937867e34,3.1059062874375435e32,-1.0590765783856353e31,391.887644263408,86,552,1306.6038696537678,1235,1367,1511.2325186693822,1306,8829,21.96877121520706,-1547,1360,169,642,15,16,56,NoNose|NoBody2|NoBody1,1
6,95,"2023-12-12 03:05:09.336","2023-12-12 03:10:03.350",294,90.05903979271898,-5.646273376873231e32,9.942196561088068e33,-1.8034602998139032e34,390.5861951717103,121,594,1305.4393063583816,1233,1354,1505.3845630737844,1304,8430,22.557293437606255,-1419,1412,168,643,14,15,56,NoNose|NoBody2|NoBody1,1
6,96,"2023-12-12 03:10:03.451","2023-12-12 03:14:57.541",294,90.03113779386024,-4.3166274324500273e27,-5.064602832443609e24,2.2603610469151277e33,387.1736913664174,62,601,1305.3334466349422,1234,1349,1512.592794017675,1303,8786,-11.192726036709722,-1421,1417,169,642,14,16,56,NoNose|NoBody2|NoBody1,1
6,97,"2023-12-12 03:14:57.639","2023-12-12 03:19:51.753",294,90.0107719705394,-2.305912110774817e34,-8.633740313518309e27,2.2619170635390888e33,387.3565601631543,-20,545,1305.0683208701564,1248,1364,1504.4289598912305,1305,8421,22.668252889191027,-1427,1424,169,643,15,15,55,NoNose|NoBody2|NoBody1,1
6,98,"2023-12-12 03:19:51.840","2023-12-12 03:24:46.248",294,90.0049795864799,-3.9932065217391334e32,-2.540407608703532e34,-4.349239127877847e34,389.4881114130435,40,575,1304.1202445652175,1228,1360,1510.664741847826,1305,8823,18.238111413043477,-1435,1408,169,642,15,15,55,NoNose|NoBody2|NoBody1,1
6,99,"2023-12-12 03:24:46.352","2023-12-12 03:29:40.755",294,90.00957222890901,-9.495811646859021e30,-1.3802892434586297e26,-1.7657045873167387e31,387.31816638370117,66,535,1303.7219015280136,1235,1361,1503.33039049236,1314,8396,31.307640067911716,-1403,1414,168,643,14,16,55,NoNose|NoBody2|NoBody1,1
6,100,"2023-12-12 03:29:40.841","2023-12-12 03:34:35.449",294,90.0119408457574,-2.230539877822895e34,-5.055989141793216e34,1.4290794571599025e25,390.21106209704783,99,546,1305.2443162538175,1255,1351,1510.7231082456735,1308,8763,16.761791652527993,-1408,1411,168,643,14,15,56,NoNose|NoBody2|NoBody1,1
6,101,"2023-12-12 03:34:35.545","2023-12-12 03:40:14.267",338,89.1712432653528,-3.1898321138765652e34,-3.8269999999651634e29,-5.162420899532061e32,396.7915559492176,11,534,1307.9282550930027,1242,1361,1488.4233835252435,1302,8390,13.066430469441984,-1395,1478,169,1082,15,15,56,NoNose|NoBody2|NoBody1,1
6,102,"2023-12-12 03:40:14.268","2023-12-12 03:45:08.284",294,89.45811887425097,9.89731295123467e31,2.2658024699511816e32,6.360265523809656e33,396.3431972789116,113,582,1307.668707482993,1236,1362,1514.8704081632652,1282,8774,12.431632653061225,-1463,1465,168,642,15,15,55,NoNose|NoBody2|NoBody1,1
6,103,"2023-12-12 03:45:08.285","2023-12-12 03:50:02.654",294,89.60655459753707,-1.2946375273548767e31,1.1312125315777929e32,-3.3151378982560273e34,389.8879456706282,86,594,1307.3018675721562,1216,1374,1505.8916808149406,1263,8413,28.940916808149407,-1407,1473,168,643,15,16,56,NoNose|NoBody2|NoBody1,1
6,104,"2023-12-12 03:50:02.767","2023-12-12 03:54:56.747",293,89.7042368780164,-8.98673437623352e34,-6.33761016425042e34,4.440122407344445e26,386.84359061543694,126,557,1306.7079224753486,1253,1377,1511.6310778646719,1312,8803,20.193811628697723,-1464,1430,168,642,15,15,56,NoNose|NoBody2|NoBody1,1
6,105,"2023-12-12 03:54:56.838","2023-12-12 03:59:51.512",294,89.7742569886,2.2465716326306609e33,-9.032586352342109e27,-4.516076375008825e32,386.2033265444671,-36,551,1305.847929395791,1245,1355,1504.6052274270196,1307,8400,47.29090291921249,-1449,1419,169,642,15,15,56,NoNose|NoBody2|NoBody1,1
6,106,"2023-12-12 03:59:51.541","2023-12-12 04:04:46.038",294,89.82528785167602,-6.839728350739568e32,-5.1949066213974535e34,-2.896430491430545e34,378.169779286927,-7,526,1305.0057724957555,1223,1352,1511.7762308998301,1309,8751,27.595246179966043,-1471,1447,168,642,15,15,56,NoNose|NoBody2|NoBody1,1
6,107,"2023-12-12 04:04:46.147","2023-12-12 04:09:40.958",294,89.87656386999208,7.069200971506117e31,-7.757776405929412e27,-2.2605572184561985e29,338.86906377204883,-2,612,1300.7717096336498,1215,1349,1502.2523744911805,1297,8381,32.61804613297151,-1418,1413,169,642,15,15,55,NoNose|NoBody2|NoBody1,1
6,108,"2023-12-12 04:09:41.257","2023-12-12 04:14:35.765",294,89.91443731051469,-6.080346542135774e32,5.582626264949402e33,2.722739932843662e33,337.78520529351886,21,487,1300.3678316932474,1232,1362,1510.406854428232,1309,8778,39.65490329148287,-1415,1414,169,643,15,15,55,NoNose|NoBody2|NoBody1,1
6,109,"2023-12-12 04:14:35.848","2023-12-12 04:19:29.836",293,89.91810509497508,6.544217687075045e31,-4.445986388409184e34,3.176864693877654e33,341.3061224489796,-36,536,1301.3340136054421,1240,1362,1505.1612244897958,1319,8406,27.025850340136053,-1530,1423,168,643,15,15,56,NoNose|NoBody2|NoBody1,1
6,110,"2023-12-12 04:19:29.947","2023-12-12 04:24:24.356",294,89.92407233755667,-1.0540185433101641e24,-4.349945650152857e34,6.245421098883831e33,347.5139266304348,28,598,1303.4949048913043,1252,1359,1513.7877038043478,1308,8737,32.69429347826087,-1402,1424,168,643,15,15,56,NoNose|NoBody2|NoBody1,1
6,111,"2023-12-12 04:24:24.440","2023-12-12 04:30:21.658",357,90.15909512531181,2.0299136103554435e33,-9.126653846649995e24,-6.521180538586341e32,346.64875454799886,7,522,1303.3851105513575,1241,1353,1483.2776378393507,1325,8385,-0.11335012594458438,-1440,1473,168,643,15,15,149,NoNose|NoBody2|NoBody1,1
6,112,"2023-12-12 04:30:21.864","2023-12-12 04:35:16.251",294,89.25962828781876,-5.9544916130914765e32,7.207490662139217e33,-3.6004076580867578e34,342.906960950764,-30,496,1302.9820033955857,1205,1353,1511.8200339558573,1310,8755,31.61188455008489,-1417,1420,169,643,15,15,55,NoNose|NoBody2|NoBody1,1
6,113,"2023-12-12 04:35:16.343","2023-12-12 04:40:11.062",294,89.54740447333607,1.126208552559395e32,-5.192790242878275e34,4.7522064146518025e31,350.8414799728445,-24,559,1302.693143245078,1248,1350,1504.6564833672776,1321,8379,39.457569585879156,-1426,1432,169,643,15,15,55,NoNose|NoBody2|NoBody1,1
6,114,"2023-12-12 04:40:11.065","2023-12-12 04:45:10.099",299,89.68421212317405,-5.4344803486935006e32,-4.9821563268716575e34,-9.290307486553474e25,352.1965240641711,69,509,1302.5304144385027,1249,1350,1509.384692513369,1310,8819,3.392379679144385,-1419,1383,168,643,14,16,56,NoNose|NoBody2|NoBody1,1
6,115,"2023-12-12 04:45:10.167","2023-12-12 04:50:18.450",308,89.38913491924932,-3.768362323516347e32,-1.511514938362095e33,2.5881767714467166e33,354.9189101524489,77,505,1302.300032435939,1246,1348,1854.4748621472593,1291,9657,12.16931560168667,-1382,1463,168,643,15,15,55,NULL,0
